pers.2001 pers.2303 22000254 23323955
pers.2003 pers.2420 22000254 23340105
pers.2003 pers.2939 22000254 23340105
pers.2009 pers.2377 22000254 23323955
pers.2009 pers.2946 22011433 23323955
pers.2013 pers.2019 22000254 23328350
pers.2018 pers.2766 22000254 23323955
pers.2020 pers.2427 22000254 23337531
pers.2020 pers.2573 22000254 23343706
pers.2020 pers.2576 22000254 23323955
pers.2023 pers.2635 22000254 23342088
pers.2026 pers.2652 22000254 23328350
pers.2027 pers.2466 22000254 23302016
pers.2027 pers.2535 22000254 23312320
pers.2038 pers.2946 22000254 23315478
pers.2039 pers.2192 22000254 23302016
pers.2039 pers.2820 22000254 23302016
pers.2040 pers.2823 22000254 23328350
pers.2043 pers.2420 22000254 23340105
pers.2043 pers.2939 22000254 23340105
pers.2044 pers.2743 22000254 23343706
pers.2044 pers.2896 22000254 23337531
pers.2044 pers.2919 22000254 23323955
pers.2047 pers.2466 22000254 23302016
pers.2051 pers.2786 22000254 23323955
pers.2051 pers.2823 22000254 23323955
pers.2061 pers.2118 22000254 23312320
pers.2076 pers.2902 22000254 23323955
pers.2078 pers.2424 22000254 23315478
pers.2082 pers.2946 22000254 23323955
pers.2086 pers.2835 22000254 23324569
pers.2087 pers.2601 22000254 23324825
pers.2087 pers.2636 22000254 23311877
pers.2089 pers.2386 22000254 23323955
pers.2101 pers.2466 22000254 23312297
pers.2108 pers.2766 22000254 23323955
pers.2113 pers.2626 22000254 23323955
pers.2119 pers.2175 22000254 23302016
pers.2119 pers.2502 22000254 23302016
pers.2119 pers.2710 22000254 23302016
pers.2120 pers.2594 22000254 23302016
pers.2138 pers.2897 22000254 23312320
pers.2142 pers.2823 22000254 23323955
pers.2146 pers.2492 22000254 23343706
pers.2147 pers.2635 22000254 23342088
pers.2151 pers.2218 22000254 23312297
pers.2154 pers.2609 22000254 23302016
pers.2154 pers.2989 22000254 23302016
pers.2158 pers.2275 22000254 23302016
pers.2162 pers.2593 22000254 23323955
pers.2164 pers.2389 22000254 23313099
pers.2167 pers.2922 22000254 23343706
pers.2171 pers.2432 22000254 23323955
pers.2171 pers.2436 22000254 23323955
pers.2190 pers.2628 22000254 23302016
pers.2192 pers.2631 22000254 23302016
pers.2196 pers.2871 22000254 23302016
pers.2200 pers.2396 22000254 23315478
pers.2201 pers.2652 22000254 23323955
pers.2202 pers.2801 22000254 23302016
pers.2207 pers.2946 22000254 23315478
pers.2218 pers.2235 22000254 23312297
pers.2218 pers.2367 22000254 23312297
pers.2218 pers.2931 22000254 23312297
pers.2218 pers.2966 22000254 23312297
pers.2220 pers.2908 22000254 23340105
pers.2223 pers.2467 22000254 23302016
pers.2228 pers.2290 22000254 23318659
pers.2240 pers.2537 22000254 23343706
pers.2255 pers.2623 22000254 23323955
pers.2256 pers.2946 22000254 23323955
pers.2269 pers.2411 22000254 23318659
pers.2269 pers.2780 22000254 23318659
pers.2269 pers.2819 22019822 23318659
pers.2271 pers.2396 22000254 23343706
pers.2272 pers.2732 22000254 23328465
pers.2277 pers.2835 22000254 23324569
pers.2286 pers.2537 22000254 23343706
pers.2290 pers.2671 22000254 23318659
pers.2295 pers.2736 22000254 23312297
pers.2298 pers.2318 22000254 23323955
pers.2302 pers.2432 22000254 23323955
pers.2302 pers.2436 22000254 23323955
pers.2303 pers.2535 22000254 23312320
pers.2304 pers.2466 22000254 23302016
pers.2306 pers.2466 22000254 23302016
pers.2310 pers.2362 22000254 23323955
pers.2310 pers.2648 22000254 23323955
pers.2310 pers.2765 22000254 23311877
pers.2311 pers.2386 22000254 23323955
pers.2311 pers.2582 22000254 23302016
pers.2324 pers.2897 22000254 23312320
pers.2328 pers.2790 22000254 23302016
pers.2340 pers.2585 22000254 23340105
pers.2348 pers.2511 22000254 23343706
pers.2354 pers.2359 22000254 23302016
pers.2354 pers.2593 22000254 23302016
pers.2356 pers.2539 22000254 23328350
pers.2359 pers.2593 22000254 23312320
pers.2359 pers.2867 22000254 23312320
pers.2362 pers.2397 22000254 23323955
pers.2362 pers.2765 22000254 23311877
pers.2362 pers.2771 22000254 23323955
pers.2376 pers.2526 22000254 23329089
pers.2377 pers.2567 22000254 23323955
pers.2378 pers.2962 22000254 23329089
pers.2383 pers.2432 22000254 23323955
pers.2383 pers.2436 22000254 23323955
pers.2386 pers.2682 22000254 23323955
pers.2389 pers.2456 22000254 23318659
pers.2389 pers.2578 22000254 23318659
pers.2390 pers.2919 22000254 23312320
pers.2396 pers.2553 22000254 23315478
pers.2396 pers.2653 22000254 23315478
pers.2397 pers.2648 22000254 23323955
pers.2397 pers.2765 22000254 23311877
pers.2402 pers.2466 22000254 23302016
pers.2414 pers.2431 22000254 23329089
pers.2414 pers.2476 22000254 23323955
pers.2414 pers.2887 22000254 23323955
pers.2416 pers.2954 22000254 23312320
pers.2422 pers.2939 22000254 23340105
pers.2427 pers.2758 22000254 23337531
pers.2427 pers.2902 22000254 23337531
pers.2428 pers.2613 22000254 23340105
pers.2440 pers.2601 22000254 23324825
pers.2440 pers.2636 22000254 23311877
pers.2446 pers.2926 22000254 23302016
pers.2456 pers.2578 22000254 23343706
pers.2462 pers.2738 22000254 23323955
pers.2466 pers.2590 22000254 23315478
pers.2466 pers.2812 22000254 23302016
pers.2484 pers.2962 22000254 23329089
pers.2511 pers.2982 22000254 23343706
pers.2512 pers.2666 22000254 23312297
pers.2518 pers.2535 22000254 23312320
pers.2529 pers.2946 22000254 23323955
pers.2532 pers.2738 22000254 23323955
pers.2537 pers.2688 22000254 23343706
pers.2537 pers.2730 22037081 23343706
pers.2539 pers.2950 22000254 23328350
pers.2546 pers.2743 22000254 23343706
pers.2546 pers.2896 22000254 23337531
pers.2546 pers.2919 22000254 23323955
pers.2553 pers.2652 22000254 23323955
pers.2555 pers.2900 22000254 23337531
pers.2559 pers.2732 22000254 23328465
pers.2573 pers.2576 22000254 23323955
pers.2573 pers.2758 22000254 23343706
pers.2573 pers.2868 22000254 23343706
pers.2573 pers.2902 22000254 23343706
pers.2576 pers.2652 22000254 23315478
pers.2576 pers.2743 22000254 23302016
pers.2576 pers.2758 22000254 23323955
pers.2576 pers.2902 22000254 23323955
pers.2577 pers.2908 22000254 23340105
pers.2589 pers.2733 22000254 23323955
pers.2593 pers.2839 22000254 23323955
pers.2601 pers.2636 22000254 23311877
pers.2601 pers.2664 22000254 23324825
pers.2601 pers.2750 22000254 23324825
pers.2606 pers.2766 22000254 23302016
pers.2606 pers.2904 22000254 23302016
pers.2609 pers.2670 22000254 23342088
pers.2609 pers.2682 22000254 23312297
pers.2609 pers.2833 22000254 23302016
pers.2609 pers.2853 22000254 23302016
pers.2611 pers.2652 22000254 23323955
pers.2628 pers.2667 22000254 23302016
pers.2628 pers.2721 22000254 23302016
pers.2631 pers.2820 22000254 23302016
pers.2635 pers.2891 22000254 23340105
pers.2635 pers.2892 22000254 23340105
pers.2636 pers.2664 22000254 23312297
pers.2636 pers.2750 22000254 23311877
pers.2640 pers.2946 22000254 23315478
pers.2644 pers.2946 22000254 23328350
pers.2648 pers.2765 22000254 23312297
pers.2648 pers.2771 22000254 23323955
pers.2658 pers.2790 22000254 23302016
pers.2661 pers.2902 22000254 23323955
pers.2674 pers.2712 22000254 23337531
pers.2681 pers.2962 22000254 23329089
pers.2682 pers.2833 22000254 23302016
pers.2692 pers.2833 22000254 23324825
pers.2706 pers.2835 22000254 23324569
pers.2709 pers.2946 22000254 23323955
pers.2716 pers.2908 22000254 23340105
pers.2719 pers.2766 22000254 23302016
pers.2719 pers.2904 22000254 23302016
pers.2730 pers.2975 22000254 23318659
pers.2736 pers.2948 22000254 23342088
pers.2736 pers.2984 22000254 23342088
pers.2743 pers.2775 22000254 23343706
pers.2743 pers.2896 22000254 23337531
pers.2765 pers.2771 22000254 23315478
pers.2766 pers.2800 22000254 23343706
pers.2766 pers.2904 22000254 23328350
pers.2766 pers.2940 22000254 23323955
pers.2766 pers.2955 22000254 23323955
pers.2775 pers.2896 22000254 23337531
pers.2775 pers.2919 22000254 23323955
pers.2786 pers.2805 22000254 23323955
pers.2799 pers.2897 22000254 23312320
pers.2800 pers.2904 22000254 23328350
pers.2805 pers.2823 22000254 23323955
pers.2822 pers.2927 22000254 23343706
pers.2822 pers.2995 22000254 23318659
pers.2833 pers.2989 22000254 23302016
pers.2835 pers.2976 22000254 23324569
pers.2835 pers.2985 22000254 23324569
pers.2839 pers.2902 22000254 23323955
pers.2853 pers.2989 22000254 23302016
pers.2896 pers.2919 22000254 23323955
pers.2896 pers.2965 22000254 23337531
pers.2897 pers.2928 22000254 23312320
pers.2004 pers.2709 22000254 23362462
pers.2009 pers.2082 22011433 23362401
pers.2009 pers.2256 22011433 23391496
pers.2013 pers.2467 22000254 23344582
pers.2017 pers.2816 22000254 23391496
pers.2018 pers.2955 22000254 23382279
pers.2021 pers.2046 22000254 23362401
pers.2022 pers.2856 22000254 23395922
pers.2022 pers.2888 22000254 23395922
pers.2024 pers.2467 22000254 23344582
pers.2027 pers.2101 22000254 23395573
pers.2027 pers.2590 22000254 23395573
pers.2027 pers.2812 22000254 23395573
pers.2032 pers.2816 22000254 23391496
pers.2035 pers.2877 22000254 23382279
pers.2039 pers.2631 22000254 23373507
pers.2042 pers.2294 22000254 23394125
pers.2044 pers.2965 22000254 23362462
pers.2045 pers.2740 22000254 23362401
pers.2047 pers.2101 22000254 23391496
pers.2047 pers.2590 22000254 23391496
pers.2047 pers.2812 22000254 23391496
pers.2056 pers.2445 22040842 23395573
pers.2059 pers.2979 22000254 23362401
pers.2061 pers.2740 22059729 23391496
pers.2073 pers.2445 22000254 23402886
pers.2077 pers.2734 22000254 23395573
pers.2078 pers.2467 22000254 23344582
pers.2078 pers.2782 22000254 23391496
pers.2079 pers.2317 22000254 23391496
pers.2082 pers.2709 22000254 23379059
pers.2087 pers.2664 22000254 23370857
pers.2087 pers.2750 22000254 23370857
pers.2088 pers.2459 22000254 23382279
pers.2088 pers.2779 22054793 23394125
pers.2092 pers.2361 22000254 23395573
pers.2092 pers.2453 22000254 23344582
pers.2092 pers.2746 22000254 23344582
pers.2101 pers.2304 22000254 23391496
pers.2101 pers.2306 22000254 23391496
pers.2101 pers.2402 22000254 23391496
pers.2108 pers.2955 22000254 23382279
pers.2117 pers.2692 22000254 23395922
pers.2143 pers.2897 22000254 23382279
pers.2144 pers.2782 22000254 23395922
pers.2145 pers.2597 22000254 23382279
pers.2147 pers.2175 22000254 23362401
pers.2147 pers.2710 22040216 23362401
pers.2167 pers.2999 22000254 23382279
pers.2175 pers.2502 22000254 23362401
pers.2175 pers.2710 22000254 23382279
pers.2175 pers.2768 22000254 23369361
pers.2180 pers.2754 22000254 23374027
pers.2190 pers.2667 22000254 23344582
pers.2190 pers.2917 22000254 23344582
pers.2192 pers.2820 22000254 23395573
pers.2193 pers.2722 22000254 23391496
pers.2194 pers.2724 22000254 23391496
pers.2201 pers.2611 22000254 23382279
pers.2206 pers.2515 22000254 23395922
pers.2210 pers.2445 22000254 23395573
pers.2219 pers.2503 22000254 23382279
pers.2219 pers.2533 22000254 23382279
pers.2224 pers.2724 22000254 23391496
pers.2256 pers.2709 22000254 23391496
pers.2268 pers.2987 22000254 23379059
pers.2272 pers.2559 22000254 23374027
pers.2279 pers.2286 22054713 23362401
pers.2285 pers.2968 22000254 23391496
pers.2292 pers.2766 22000254 23395573
pers.2292 pers.2955 22000254 23394125
pers.2294 pers.2341 22000254 23394125
pers.2294 pers.2418 22054793 23394125
pers.2294 pers.2790 22000254 23394125
pers.2296 pers.2384 22000254 23391496
pers.2304 pers.2590 22000254 23391496
pers.2304 pers.2812 22000254 23391496
pers.2305 pers.2510 22000254 23369361
pers.2305 pers.2539 22000254 23369361
pers.2305 pers.2599 22000254 23394125
pers.2306 pers.2590 22000254 23391496
pers.2306 pers.2812 22000254 23391496
pers.2328 pers.2658 22000254 23382279
pers.2336 pers.2436 22000254 23372074
pers.2342 pers.2430 22000254 23362401
pers.2343 pers.2897 22000254 23382279
pers.2354 pers.2513 22000254 23391496
pers.2354 pers.2860 22000254 23391496
pers.2354 pers.2867 22000254 23369361
pers.2354 pers.2976 22000254 23344582
pers.2356 pers.2754 22000254 23374027
pers.2361 pers.2409 22041292 23395573
pers.2361 pers.2453 22000254 23344582
pers.2361 pers.2648 22000254 23395573
pers.2361 pers.2746 22000254 23344582
pers.2364 pers.2760 22000254 23362462
pers.2374 pers.2693 22054713 23373507
pers.2375 pers.2597 22000254 23344582
pers.2378 pers.2484 22000254 23402886
pers.2378 pers.2681 22000254 23402886
pers.2393 pers.2406 22000254 23395573
pers.2396 pers.2699 22000254 23362401
pers.2397 pers.2560 22000254 23391496
pers.2401 pers.2651 22000254 23362401
pers.2402 pers.2590 22000254 23391496
pers.2402 pers.2812 22000254 23391496
pers.2406 pers.2835 22000254 23395573
pers.2409 pers.2453 22044910 23362462
pers.2409 pers.2746 22041292 23362462
pers.2411 pers.2819 22019822 23369361
pers.2440 pers.2664 22000254 23370857
pers.2440 pers.2750 22000254 23370857
pers.2441 pers.2956 22000254 23394125
pers.2445 pers.2596 22012788 23395922
pers.2445 pers.2619 22000254 23395573
pers.2447 pers.2826 22000254 23391496
pers.2447 pers.2953 22000254 23373507
pers.2453 pers.2648 22000254 23362401
pers.2459 pers.2540 22000254 23362401
pers.2459 pers.2990 22000254 23369361
pers.2468 pers.2655 22000254 23372074
pers.2471 pers.2569 22000254 23394125
pers.2483 pers.2754 22000254 23374027
pers.2488 pers.2953 22000254 23373507
pers.2502 pers.2710 22000254 23362401
pers.2504 pers.2975 22000254 23391496
pers.2515 pers.2694 22000254 23395922
pers.2515 pers.2988 22000254 23395922
pers.2525 pers.2782 22000254 23391496
pers.2540 pers.2779 22054793 23394125
pers.2553 pers.2611 22000254 23391496
pers.2557 pers.2687 22000254 23344582
pers.2569 pers.2739 22000254 23382279
pers.2571 pers.2816 22000254 23369361
pers.2591 pers.2966 22000254 23382279
pers.2593 pers.2902 22053868 23391496
pers.2604 pers.2889 22077976 23391496
pers.2611 pers.2724 22000254 23391496
pers.2621 pers.2849 22043242 23395922
pers.2623 pers.2654 22054713 23369361
pers.2624 pers.2861 22000254 23362462
pers.2628 pers.2917 22000254 23391496
pers.2648 pers.2746 22000254 23362401
pers.2650 pers.2699 22000254 23362401
pers.2652 pers.2743 22000254 23370857
pers.2655 pers.2778 22000254 23372074
pers.2656 pers.2914 22000254 23361543
pers.2667 pers.2721 22000254 23362401
pers.2699 pers.2951 22000254 23362401
pers.2721 pers.2917 22000254 23362462
pers.2726 pers.2979 22000254 23344582
pers.2743 pers.2965 22000254 23369361
pers.2779 pers.2990 22054793 23394125
pers.2780 pers.2819 22019822 23369361
pers.2782 pers.2898 22000254 23382279
pers.2806 pers.2927 22054713 23382279
pers.2817 pers.2888 22000254 23344582
pers.2849 pers.2910 22043242 23395922
pers.2879 pers.2917 22000254 23362462
pers.2879 pers.2981 22000254 23362462
pers.2919 pers.2965 22000254 23369361
pers.2987 pers.2999 22000254 23379059
pers.2002 pers.2579 22000254 23462385
pers.2002 pers.2580 22000254 23462385
pers.2002 pers.2625 22000254 23468281
pers.2007 pers.2709 22000254 23467107
pers.2009 pers.2529 22011433 23451047
pers.2013 pers.2024 22000254 23468281
pers.2013 pers.2078 22000254 23451047
pers.2017 pers.2032 22000254 23462385
pers.2020 pers.2902 22000254 23474580
pers.2023 pers.2230 22000254 23474580
pers.2024 pers.2078 22000254 23468281
pers.2026 pers.2611 22000254 23452361
pers.2032 pers.2571 22000254 23462385
pers.2038 pers.2207 22000254 23416507
pers.2042 pers.2790 22000254 23451047
pers.2044 pers.2546 22000254 23424366
pers.2046 pers.2681 22148162 23468281
pers.2048 pers.2479 22000254 23467107
pers.2055 pers.2479 22000254 23444181
pers.2056 pers.2073 22040842 23460307
pers.2056 pers.2210 22040842 23460307
pers.2056 pers.2596 22040842 23460307
pers.2059 pers.2242 22000254 23460307
pers.2065 pers.2168 22000254 23462385
pers.2073 pers.2619 22000254 23460307
pers.2076 pers.2839 22053868 23462385
pers.2078 pers.2243 22110906 23468281
pers.2082 pers.2529 22000254 23451047
pers.2084 pers.2269 22000254 23474580
pers.2084 pers.2666 22000254 23474580
pers.2085 pers.2952 22041292 23416507
pers.2088 pers.2176 22000254 23481276
pers.2088 pers.2990 22000254 23452361
pers.2089 pers.2682 22000254 23451047
pers.2095 pers.2491 22000254 23474580
pers.2102 pers.2324 22000254 23468281
pers.2102 pers.2897 22000254 23444181
pers.2109 pers.2146 22000254 23474580
pers.2109 pers.2220 22000254 23474580
pers.2109 pers.2334 22000254 23474580
pers.2109 pers.2412 22123542 23474580
pers.2109 pers.2577 22000254 23474580
pers.2109 pers.2675 22000254 23474580
pers.2111 pers.2319 22000254 23462385
pers.2118 pers.2910 22000254 23445230
pers.2119 pers.2684 22000254 23477418
pers.2121 pers.2745 22000254 23474580
pers.2129 pers.2153 22000254 23444181
pers.2138 pers.2324 22000254 23468281
pers.2139 pers.2651 22000254 23467107
pers.2143 pers.2196 22000254 23467107
pers.2143 pers.2324 22000254 23468281
pers.2145 pers.2375 22000254 23485368
pers.2153 pers.2186 22000254 23416507
pers.2154 pers.2506 22000254 23468281
pers.2154 pers.2853 22000254 23468281
pers.2158 pers.2782 22000254 23468281
pers.2159 pers.2198 22000254 23468281
pers.2162 pers.2839 22079565 23481276
pers.2168 pers.2341 22000254 23462385
pers.2168 pers.2441 22000254 23462385
pers.2171 pers.2788 22000254 23452361
pers.2176 pers.2540 22000254 23481276
pers.2176 pers.2990 22000254 23452361
pers.2181 pers.2984 22000254 23468281
pers.2198 pers.2603 22000254 23468281
pers.2198 pers.2604 22000254 23468281
pers.2202 pers.2429 22000254 23481276
pers.2206 pers.2694 22000254 23468281
pers.2206 pers.2784 22148162 23481276
pers.2206 pers.2988 22000254 23468281
pers.2207 pers.2640 22000254 23416507
pers.2207 pers.2644 22000254 23451047
pers.2210 pers.2619 22000254 23460307
pers.2211 pers.2825 22000254 23468281
pers.2222 pers.2904 22000254 23462385
pers.2224 pers.2807 22000254 23468281
pers.2226 pers.2479 22000254 23444181
pers.2234 pers.2399 22000254 23481276
pers.2234 pers.2963 22000254 23460307
pers.2241 pers.2684 22000254 23477418
pers.2256 pers.2529 22000254 23451047
pers.2263 pers.2636 22000254 23462385
pers.2263 pers.2732 22000254 23462385
pers.2268 pers.2999 22000254 23460307
pers.2271 pers.2843 22000254 23460307
pers.2275 pers.2384 22000254 23424366
pers.2278 pers.2930 22000254 23474580
pers.2278 pers.2978 22000254 23474580
pers.2280 pers.2810 22149039 23462385
pers.2284 pers.2560 22000254 23451047
pers.2296 pers.2501 22000254 23467107
pers.2297 pers.2903 22000254 23452361
pers.2310 pers.2978 22056406 23474580
pers.2311 pers.2682 22000254 23451047
pers.2313 pers.2408 22000254 23467107
pers.2324 pers.2343 22000254 23468281
pers.2324 pers.2799 22000254 23468281
pers.2327 pers.2978 22000254 23444181
pers.2333 pers.2669 22000254 23462385
pers.2341 pers.2790 22000254 23451047
pers.2352 pers.2560 22120145 23451047
pers.2354 pers.2829 22000254 23468281
pers.2364 pers.2869 22000254 23451047
pers.2372 pers.2433 22000254 23477418
pers.2373 pers.2869 22000254 23462385
pers.2376 pers.2487 22148162 23467107
pers.2383 pers.2788 22000254 23452361
pers.2384 pers.2884 22131425 23442004
pers.2396 pers.2710 22000254 23460307
pers.2399 pers.2963 22000254 23460307
pers.2403 pers.2497 22000254 23468281
pers.2403 pers.2952 22000254 23468281
pers.2405 pers.2623 22043242 23442004
pers.2408 pers.2630 22000254 23467107
pers.2413 pers.2479 22000254 23444181
pers.2418 pers.2790 22054793 23451047
pers.2421 pers.2666 22000254 23468281
pers.2421 pers.2952 22000254 23468281
